city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	haunted_places_date
Rockford	United States	There is a stretch of railroad that passes through Rockford. If you're on this railroad at night time, watch out. People have seen strange, shadowy figures and heard laughter, breathing, and other things. The railroad is haunted by the ghosts of two girls who were sitting on it when a tram came by, killing them both. Now they are doomed forever to walk the tracks near the area where they died. Some friends of mine and I were checking it out once and we heard them singing. Other people have said they have actually seen these two girls or heard them talking, or singing. It is said you see them sitting at the exact location they died, and if you get close enough, they will get up and start coming toward you. If you run, they will follow you.	The railroad tracks	Michigan	MI			-85.5600316	43.1200272	0100/02/24
Rockford	United States	The dam is haunted by the ghost of a boy who drowned there. Witnesses report odd occurrences like losing items after being on the dam overlook, feeling a presence, being pushed, etc. Some even claim to have seen the boy running from the dam into the nearby nature trail.	The Rockford Dam Overlook	Michigan	MI	-85.56181579999999	43.1204364	-85.5600316	43.1200272	2025/01/01
Rockwood	United States	You get strange feelings of people all around you, like your not wanted. If you go into the chemicals lab everything is left normally, such as documents and such. Plenty of footsteps walking around and slamming of doors. and the occasional laugh that always causes me and my friends to take off.	Old Soap and Toothpaste factory	Michigan	MI			-83.2465957	42.0708765	2025/01/01
Romeo	United States	The Goodrich grave yard is well kept up in the front section. If you go to the back you can see just as you start in to the wood line there are many abandon graves. Witnesses have taken pictures and report the pictures show orb's and many other apparitions.	Goodrich grave yard Off of 37 mile and Van Dyke on North Kidder road near the campground	Michigan	MI			-83.0129874	42.802808	2025/01/01
Romulus	United States	Various deaths for no apparent reasons... sightings of ghost wandering streets past the midnight hour on The street north maple a little Girl walks Around at night searching for revenge on her death....	Metro commons trailer park	Michigan	MI	-83.321396	42.265742	-83.39659940000001	42.2222614	2025/01/01
Romulus	United States	"Off Van Born near Wayne Rd there is a warehouse complex that originally started out as Stinson Aviation. They built planes there in the 1930's. On the floor of the area are the initials of the workers who called themselves the ""Left Wing Gang"". Ironically, some of the initials are the exact same as those of workers who are there today. Legend has it that a wing fell from one of the planes and killed several workers there. After that, it was expanded and Detroit Diesel occupied it for years, where it is said a man committed suicide there. That part of the complex is now used by Ford Motor Co as a warehouse. At any time during the day and night you can hear voices and sounds as if people are working with tools like they are building something. Many times, they call out to you by your name, leaving workers to answer back to no one! Carts move all by themselves, and several of the workers have had their clothes tugged on and have been tapped on the back, only to find they are alone in the area. You can hear someone enter the toilet stall next to you, only to find no one there. Several times, workers have approached strangers, thinking they were employees, only to see them disappear into the air! Even disbelievers agree that something is going on there. Any one who visits the building will tell you they have never been anywhere like this before!"	Van Born Warehouse	Michigan	MI	-83.3864236	42.2661991	-83.39659940000001	42.2222614	1930/01/01
Romulus	United States	Ancient Indian Burial Grounds that have been built over. Many abnormal happenings and visions. People experience lots of weird deaths. Many families who live in these houses claim to have seen the devil himself and many other evil spirits. Including people in mirrors and Indians in the woods.	Wellesley Town Houses	Michigan	MI	-83.3892901	42.2438559	-83.39659940000001	42.2222614	2025/01/01
Roscommon	United States	Problems w/ cars (ex. electrical systems....not starting) seeing apparitions......many weird things	Pere Cheney Cemetery	Michigan	MI	-84.6351845	44.5731364	-84.5919682	44.4983504	2025/01/01
Roscommon	United States	There is said to be many suicides in the woods behind this bakery. The baker, who works the night shift reports of a small girl standing by the entrance door, or by the bathrooms. Workers have reported seeing a figure as well, they also report of things being moved. The napkin holders have been moved to certain places, and it would appear that the ghostly figure has their own wanting of where things go.	Doughnut Hole	Michigan	MI	-83.0296898	42.5320379	-84.5919682	44.4983504	2025/01/01
Roseville	United States	At night around ten o'clock dark figures are seen running around on the garage of the house. People say that the figure runs straight at you .ONLY the bravest would go there.	Dale Court on the second circle	Michigan	MI			-82.9371409	42.4972583	2025/01/01
Roseville	United States	It is said that a little girl playing on the slide was accidentally hung when the drawstring on her coat got caught at the top of the slide. Sometimes at night you can see her running up the slide. If you stop and get out she will sometimes appear to you and try to follow you out. - July 2005 Update: this apparition may be caused by a reflection of a light in the distance that reflects off of the slide, to cause the effect.	Dooley Elementary	Michigan	MI	-82.9558729	42.5226816	-82.9371409	42.4972583	2005/07/01
Roseville	United States	The new secretary of state building was built around 98, but it was built over the oldest cemetery in Michigan. If you go there around midnight and sit in your car with everything off, you can see ghostly figures in the windows and behind the building. If you get out of your car, they will all disappear, but as soon as you get back in, they will reappear and chase you away. - June 2008 Correction: There is no secretary of state at that location. The secretary of state in Roseville was on Gratiot, just before Frazho, and it wasn't an old cemetery	Corner West 11 mile and Belanger	Michigan	MI	-82.9606615	42.4936441	-82.9371409	42.4972583	2008/06/01
Roseville	United States	There was a custodian who was killed there and haunts the park at night. Only the bravest dare to go there. One 15 Year old girl went there in June and rumor is she is missing.	Kaiser Elementary	Michigan	MI	-82.9485247	42.4922611	-82.9371409	42.4972583	2025/02/15
Roseville	United States	It was said that a young girl was killed in the back of the store. Some nights around midnight it is said that people here a rusty old shopping cart being pushed around and when they look nothing is there.	Wal-Mart	Michigan	MI	-82.92582399999999	42.508125	-82.9371409	42.4972583	2025/01/01
Saint Clair Shores	United States	In 1978, a janitor was killed by teenagers outside the doors of the gym.  At night at approx. the same time, the janitor continues his nightly closing duties.  You can hear his ghost walking down the hallway, keys jangling, and his low whistling.	St. Margaret's of Scotland	Michigan	MI	-82.902181	42.526778	-82.89636039999999	42.4974085	1978/01/01
Saginaw	United States	A lady in white that was seen by a jogger one night around 7:00P floating through the cemetery.	Dice Road Cemetery	Michigan	MI	-84.2246476	43.4656246	-83.9508068	43.4194699	2025/02/24
Saginaw	United States	One Lane Bridge - A warlock who is said to have hung three girls from the bridge after they stepped on his wife's grave, which is in his front yard near the bridge. Late at night at the bridge you can hear male and female voices, the female voices are screams. Visions of objects moving and things such as ropes being tossed over the side rail, which is where the girls were actually hung. A white car is often said to be following people when they are driving down the road. Waves of smoke are also seen while driving away. There is also a graveyard down the street.	Dice Road	Michigan	MI	-84.2338489	43.46497189999999	-83.9508068	43.4194699	2025/01/01
Saginaw	United States	JB Meinburg's is an old pub that is said to be haunted by an old bar maid. She occasionally is seen checking on the tables at the back of the bar. She has whispered in people's ears, asking if they needed a drink. She has been seen walking into the back hall. This bar is featured in our local paper just about every Halloween. I have only been to the bar once.	JB Meinburg's	Michigan	MI	-83.9638155	43.4163816	-83.9508068	43.4194699	2025/01/01
Salem Township	United States	Footsteps heard in the basement, the old metal stairs rattling as if someone was running down them. It is located of 6 mile road right before Angle Rd its a little dirt road right past the big red youth group barn turn right on the dirt road and got down like 1/4 mile and there will be a abandoned truck blocking the entrance.	abandoned playground (hose factory)	Michigan	MI			-83.6135572	42.3929212	2025/02/06
Saltillo	United States	Many have witnessed a young lady walking down the tracks in a light colored dress or gown. Local people say the girl was hit by the train back in the 1940s.lots of teens hang at this area late at night, many have heard her screams.	lake lee train tracks	Michigan	MI			-88.70207339999999	34.3710293	2025/01/01
Sandusky	United States	At night if your not in the room at 12:00 midnight a person comes over the loud speaker and says LOCKDOWN and the doors lock and the light turn off and the TVs shut off then the elevator comes and monastery figures come out then spikes come out of the wall and the wall and ceiling caves in then its all gone in the morning.	Great Wolf Lodge	Michigan	MI	-85.64717739999999	44.7387118	-82.8296572	43.4202989	2025/02/24
Saugatuck	United States	The mansion was built in the 1920's by inventor Dorr Felt for his Wife Agnes. Shortly after the house's construction, Agnes, died of a stroke in her room at the mansion. Dorr Felt re-married but his new wife hated spending time at the house, most likely because Agnes was still there in spirit. The house has been a home for boys, then for nuns, and a state police post. After many, many years, the house is finally getting restored and ghost tours are giving through it to help raise money. Doors have opened and closed in Agnes's room, voices are heard, and activity shows up in pictures like orbs and mists. Many believe that Agnes and Dorr still reside in the house. The ballroom is said to be the most haunted room in the house.	Felt Mansion	Michigan	MI	-86.1940284	42.6970535	-86.2019825	42.6550248	1920/01/01
Saugatuck	United States	"this is located near the Felt Mansion it is a small building that is a behind the BMX track. It is all broken up and windows are busted due to kids. At night if you were to go and look around the house, curtains in the window move and windows open and close, and strange lights are often visible in them. If you were to go inside and walk around you can hear heavy breathing, loud footsteps, screams, and even able to see silhouettes of figures walking. Sometimes you can feel as though something walked threw you and sometimes you may encounter a sudden pain in the wrists of your hands over all the place has just a creepy feel. - October 2004 update: This building is the last remaining building of Dunes Correctional Facility. Its the old Trustee Bldg. that housed 80 inmates. This place is now being vandalized horribly and the police ARE prosecuting! The Junction itself is a myth. Allegan County Historical Society has stated repeatedly that ""The Junction"" insane asylum has never existed."	The Junction Asylum	Michigan	MI			-86.2019825	42.6550248	2004/10/01
Sault Ste Marie	United States	In the Corp of Engineers park in Sault Ste Marie by the Soo Locks, it is said to be haunted by numerous spirits of deceased Irishmen who where worked to death building the original locks, figures are seen at night as well as transparent figures.	Corp of Engineers Park	Michigan	MI	-84.33892759999999	46.5041886	-84.3453169	46.4952996	2025/12/24
Schoolcraft	United States	"the site in question is the ""glowing tombstone"" , at a distance you can see one tombstone glow in the dark. The tombstone glows until you get to the edge of the cemetery, then it goes dark. You cant really pinpoint the actual tomb and there's no lights around to illuminate it either. Some say its made out of phosphorous and others say its mercury vapor reflecting off a shiny tombstone. but it doesn't explain why it goes dark when you get within 500 feet. the only close house to it is 1/4 mile away. The cemetery is named after Bazel Harrison, who led 21 of the first settlers of the Prairie Ronde Kalamazoo county. Both him and his wife Martha are buried there."	The Harrison Cemetery	Michigan	MI	-85.6662836	42.1413569	-85.63777759999999	42.11421070000001	0500/02/24
Sebewaing	United States	Sebewaing high school - It was a bad winter day when all the schools called off school excepted Unionville-Sebewaing, when the Dillilla twins got in a headon crash in front of the usa high school( intersection M-25 & wildler R.d). They both die, and at 7:55 A.m. you can hear screams at that intersection.	Unionville	Michigan	MI	-83.4615209	43.6953174	-83.4510724	43.7322394	2025/02/25
Shelby Township	United States	a former worker that worked there for about 4 months during the afternoon shift in the kitchen would hear voices and also hear pots and pans being moved without anybody in the kitchen. Other people that worked there have also encountered abnormal things such as visions or voices. Some people say that it is some of the elderly who have died in that place.	Alterra Winwood- retirement home	Michigan	MI	-83.0706015	42.627356	-83.0329934	42.670782	2025/02/04
Sheldrake	United States	is about four miles north of Paradise, Michigan. You can't find Sheldrake on any map, because it if a VERY small town. Few people live there, but none of them will talk about the hauntings. People that live there year-round will see more than any tourist. Lights turning on by themselves, window shades opening without anyone around, and an old sea captain who will disappear when boats pass. They had many fires and boat accidents.	The Town of Sheldrake	Michigan	MI	-85.03361000000001	46.67778	-85.03361000000001	46.67778	0100/02/24
Shepherd	United States	Many of the workers in the gas station have said to seen a black shadowed presence in the building. Its said that it will make items jump of counters, and move stuff around in the store. People say they can sometimes see the shadow standing rite behind them.	BP gas station	Michigan	MI	-84.6968007	43.5240988	-84.6947325	43.5244747	2025/01/01
Shepherd	United States	The Many years ago in the late 1960's a janitor was staying after hours to clean up after a banquet. While he was in the cafeteria he was folding up cafeteria tables when it suddenly collapsed crushing his neck. He is said to be seen by school officials and some random kids after school functions and when kids are vandalizing the cafeteria.	Shepherd High School	Michigan	MI	-84.69053989999999	43.5217654	-84.6947325	43.5244747	1960/01/01
Sidnaw	United States	A car with large headlights appears from the top of the hill comes down the hill, slows down (stops) at the bridge, and then continues. Witnses report a car that was an old 1930's or so sedan.  Big, round, big fenders. Huge headlights. There was no place for this car to go, just disappeared. As the story goes, in the 1920's or 30's, a car was going over the bridge during the spring melt when the river was high, and the bridge washed out.  Killed was a man, his wife and a young daughter.  However, it's not the original site of the bridge or the accident.  The original bridge was the accident happened was up the river a few hundred feet.	Perch River Bridge	Michigan	MI			-88.70847189999999	46.5046647	1930/01/01
Sidney	United States	December 2007 This submission has been removed.	Montcalm community college instruction east	Michigan	MI	-85.1001673	43.2531581	-85.1271907	43.2452303	2007/12/01
Somerset	United States	several ghosts, in mirrors, restrooms, kitchen, and beer cooler.  It has been told that one likes to throw things across the room to let you know he is there. There is also a black shadow that can be seen from time to time.  There is also spirits in the parking lot where a couple of young girls were killed by an out of control vehicle. Some times you can hear noises and screams out there. Some times band equipment is readjusted without being touched by anyone.  Some say they can see a man and/or a woman standing in the ladies restroom. When they are present the room temp drops considerably.	Sue's Lakeside Lounge	Michigan	MI			-84.41726659999999	42.0415105	2025/01/01
South Rockwood	United States	Story goes. if you go late at night between 11pm and 3am and walk through the right side of the cemetery (the old part) you will be chased by someone who isn’t there. A witness reports that it felt like IT was trying to chase her out of the there and she heard the footsteps behind her fast. Her dog and husband were there and the dog wept and ran away along with her. Orbs, faces that appear in the ground and paranormal activity.	S. Rockwood cemetery	Michigan	MI	-83.2716983	42.0622329	-83.2610406	42.0639323	2025/02/24
Southgate	United States	A boy is believed to have drowned when the pool was first built. He has been seen there, almost trying to ward anyone off from the same fate. another story is every homecoming a girl in a formal dark blue gown rides on the senior float when the float passes you, you get a immediate chill and feel like your being watched and not wanted there.	Anderson high	Michigan	MI	-83.212549	42.189834	-83.19381469999999	42.2139284	2025/01/01
Southgate	United States	AuditoriumIn the back of the auditorium there is a room next to the switchboard were they keep some of props. Many years ago a girl fell from the catwalk to her death. the day after final performance the cast signed the wall the next day her name was written in blood red on the ceiling.	Anderson High	Michigan	MI	-83.212549	42.189834	-83.19381469999999	42.2139284	2025/01/01
Southgate	United States	A boy is believed to have drowned when the pool was first built. He has been seen there, almost trying to ward anyone off from the same fate.	Anderson high	Michigan	MI	-83.212549	42.189834	-83.19381469999999	42.2139284	2025/01/01
Sparta	United States	Reports of people talking, music playing, footsteps heard, and cold spots when the building is occupied only by night shift custodians. Witnessing of doors opening on their own after being locked and secured. One custodian has even felt someone or something touch his arm when no one was there. There have been numerous sightings of a short bearded man in the first grade hallway. The building is quite old and has went through numerous phases of remodeling and additions. When it stood as a 2 story High School there reports of a man looking out of a 2nd story window, by the people who lived across the street. This was during a time when custodians did not work at the building at night. The school is thought to be haunted by a young student and a night shift custodian. The student was crushed by a set of lockers that were not attached to the wall, while playing in the school after schools hours, and was killed. This happened in the early 1950's. The night shift custodian died of diabetes at an early age. He was short with dark hair and a beard.	Central Elementary	Michigan	MI	-85.7135603	43.1480836	-85.71003929999999	43.1608578	1950/01/01
St. Clair	United States	Puttygut Bridge - The story is that a man was drinking and drove his truck in to the flooded bridge. They never found his truck. If you go there around 2 or 3 in the mourning and roll down all your windows, shut off your car, and put your keys on top of you car, your suppose to hear a splash and see him walk in front of your car.	Marine City	Michigan	MI	-82.492132	42.7194778	-82.486024	42.8208653	2025/02/02
St. Clair	United States	"It is said that in the fall of the year - near Halloween - that deep in the woods to the east of Pug Road, there will be a faint glow. And if one listens carefully, you can still hear the screams echoing down through the centuries. Before the settlement of Saint Clair County, there had been a French fur trader and his family who'd set up a trading post just off the ""big river"". He chose this location because of the canoe traffic on the river. They did well in their venture until one falls in the early 1700's. While the trapper trader was up north, Indians attacked the trading post, burning it to the ground, along with the trapper's wife and children. It has to be a quiet night, preferably with moon, and if you watch and listen closely."	Pug Road	Michigan	MI	-82.48739309999999	42.8546844	-82.486024	42.8208653	2025/01/01
Saint Clair Shores	United States	located just past the Ford estate on Lakeshore drive and Marter. There have been many unexplainable events which have been witnissed first hand by the park staff in the bath house. On many ocasions the lights have turned themselves on late at nightin the office and locker room areas and and in the ladies locker room showes have turned themselves on and locker doors will open and shut on their own after the building has been locked up. In the electrical room it is said that the lights will turn them selves off on you and you can hear foot steps on the upper level of the room. On one occasion a sterio was heard playing in the office after lock up and when the closing employes went to go turn it off they found that it was not pluged in, nor did it have any batteries in it. Very late at night you can see the soda machine in the lounge area of the bath house through the glass wall facing the fenced in pool area. If you look at it carefully you can actually see it begin to shake. Sometimes you can see a figure in the office area of the bath house even after the doors have been locked. this figure is supposedly that of a construction worker who hung himself from the framing during the construction of the new bath house. : just a side note to thoes who want to take a look, the park is open only to Grosse Pointe woods residents and it closes compleatly at 11 pm.	Grosse Pointe Woods Lake Front Park Bath house	Michigan	MI	-82.8807186	42.458645	-82.89636039999999	42.4974085	0176/02/24
St. Clair Shores	United States	Greenwood Elementary School - Apparitions are seen down the first hallway by night custodians of children playing; in one of the classrooms down the first hallway a strong negative feeling overwhelms you. Teachers have reported hearing a child whisper their name in their ear when there is no one there.	Joan Street	Michigan	MI	-82.9122995	42.5027449	-82.89636039999999	42.4974085	2025/01/01
St. Clair Shores	United States	St. Gertrude Church was built over a cemetery many years ago. Many in the church's night bible classes in the Bible Classes Building have said that if you go into the bathrooms alone you feel an uneasy and it gets cold. And some have even reported of feeling a presence of another person when no one is there or in the hallways. And many have reported feelings like this in the church's bathroom's also.	St. Gertrude Church and Bible Classes Building	Michigan	MI	-82.90301029999999	42.4528767	-82.89636039999999	42.4974085	2025/01/01
St. Clair County	United States	Little girl wearing a white dress (old style) seen by people living nearby. Cemetery is really un-kept, and hard to find.	Tibbitts Road Cemetery	Michigan	MI	-82.95577399999999	42.9225563	-82.6483442	43.016179	2025/01/01
Sterling Heights	United States	Showers or water have reportedly turned on all by themselves. Things are moved or pushed around in closets at night. Shadows of men going up the stairs to the second floor apartments are sometimes seen. An allover strange feeling can be felt in the atmosphere at certain times of the day. The apartments, built in the center of Sterling Heights (near 17 mile and Van Dyke), are known to be built on an ancient American Indian burial ground from many centuries ago.	Eastpointe Apartments	Michigan	MI	-83.027157	42.5847845	-83.0302033	42.5803122	0100/02/24
Sterling Heights	United States	every time you drive past Havel elementary you can see a little girl in a white dress walking around the soccer field around 12:00 A.M. She is running towards you heading in the street where she got hit in her death place. And sometimes you can see her in the Road waiting to get hit and looking at you. Make sure you don't hit her because she might haunt you down.	Havel Elementary	Michigan	MI	-82.99369569999999	42.6022293	-83.0302033	42.5803122	2025/02/24
Stevensville	United States	About 15 years ago the couple that lived in the Tosi house got into a fight and the husband killed his wife and stuffed her in the chimney. He then moved out. they didn't find her until about 3 months later when they finally figured out where the stench was coming from. There have been reports of people seeing her. - August, 2005 Update: The house was being remodeled and there was a scaffold on the premises at the time that reached to the roof. The couple mentioned did not live in the Tosi house and were not related to Tosi. This couple had met when they were both in a mental institution. Evidently the husband killed his wife and hauled her body up to the roof using the scaffold. He then deposited here body into the chimney. When colder weather came, the furnace was turned on and the house filled with smoke. An inspection of the problem turned up the body in the chimney.	Tosi House	Michigan	MI	-86.522302	42.039343	-86.5194654	42.014487	2005/01/01
Stronach	United States	In the Mid 1800's a family of four died in a tragic fire. 2 children were killed in the fire. They loved to play in the Little Manistee River nearby. Some nights it is said you can here laughter of children and splashing and see the ripples of something in the water.	Old Stronach Bridge cemetery	Michigan	MI	-86.24387349999999	44.2068233	-86.15482689999999	44.2023126	1800/01/01
Taylor	United States	Located off of Eureka road there have been images of people dancing at night and you can also hear singing. There is also a young woman wearing a long dress that you can sometimes see in the mall parking lot across the street. She has been seen crossing back and forth.	Methodist Cemetery	Michigan	MI	-83.2547422	42.197511	-83.2696509	42.240872	2025/01/01
Taylor	United States	The woods back behind Birch street. On Pardee. Is known that if you go back there. You will see Blown up cars. There is a mini van. That got blown up. And in the mini van about 4 or 5 years ago. Was a family sleeping. Some one shot the single mom in the back of her neck. But there were still 3 kids in the back of the van still sleeping. The car was on the street Birch. In front of a house. The house is 4 house's down from the baseball diamond. On the left side. So They say if a Mini Van parks there and you stay in it all night a guy will show up in all black with a gun. And disappear. The guy stole the single moms car and then blown it up. With the kids still in the back sleeping. So be careful going back in the Senders and walking in to the darkness of Famous Feild.	"Pardee road. The woods ""Farmous Feild""."	Michigan	MI			-83.2696509	42.240872	2025/02/04
Taylor	United States	"If you go to a place called ""the figure 8"" on the end of birtch. You will always see ghost. At night around 10 or 11. Go in there a screem ""i hurt your car"" and u will hear a car start and tire take off. Then u see head lights."	Taylor	Michigan	MI	-83.2696509	42.240872	-83.2696509	42.240872	2025/02/10
Tecumseh	United States	Community center trails/ woods - local legend is that a 9 yr old girl was kidnapped and murdered in these woods you can see a light floating on the trails and in the entrance you can see a figure of a little girl in a white nightgown holding a teddy bear.	Lenawee County	Michigan	MI	-83.9449417	42.0039331	-83.9449417	42.0039331	2025/02/09
Thunder Bay Island	United States	this uninhabited island on Lake Huron is haunted by a lighthouse keeper named Morgan. It is not known how or why his spirit dwells the lighthouse and island, but those who pass by the island claim to see and feel his presence walking the shoreline.	Thunder Bay Island Lighthouse	Michigan	MI	-84.51829699999999	44.9097303	-84.51829699999999	44.9097303	2025/01/01
Traverse City	United States	The restaurant on Old Mission Peninsula is a well-known haunt. The house was supposedly left to Genevieve by her late-husband. Meantime, it's said, all of his other assets were inherited by a mistress. Heart-broken and betrayed, Genevieve later died in the house and is said to still walk the stairs, open windows, blow out candles and appear in an antique mirror in the ladies' second-floor restroom.	Bower's Harbor Inn	Michigan	MI	-85.5285305	44.88618150000001	-85.62063169999999	44.7630567	2025/01/01
Traverse City	United States	Haunted by a little girl and janitor killed in a fire. She drew a simile face on the window that is still seen to this day.	Central Grade School	Michigan	MI	-85.6268094	44.7599318	-85.62063169999999	44.7630567	2025/01/01
Traverse City	United States	A old woman has been seen walking up and down the road at various hours of the day. She can be heard yelling towards houses and at passing neighbors. It is said she used to have own many homes and is a disgruntled landlord. She is mostly seen sitting near a gazebo in front of her old house.	East Mobile Trail	Michigan	MI	-85.6718995	44.653019	-85.62063169999999	44.7630567	2025/01/01
Traverse City	United States	A young man is seen looking out a window holding a computer. He has been heard many times saying he has plenty of hard drive but not enough ram. For some reason he points to his head and repeats snood over and over. He is believed to have been killed at McDonalds by a crazed driver in the parking lot while attempting to call for help on his cell phone.	Golden Rod Road	Michigan	MI	-85.664459	44.7006921	-85.62063169999999	44.7630567	2025/01/01
Traverse City	United States	People who live down in Hoosier Valley have seen a man walking around at night dragging chains behind him. One time residents of a house down there walked outside and saw him standing behind a pine tree in their front yard. They went inside and the next morning they went out to the tree and the tree had been cut down and there was no sign of the man. It is said that if you go outside at night you can hear him walking around in the woods dragging his chains.	Hoosier Valley	Michigan	MI	-85.6169872	44.6525599	-85.62063169999999	44.7630567	2025/01/01
Traverse City	United States	The Playhouse was once a church.  There was either and accident or a suicide that today results in the organist/piano player haunting the Playhouse.  He mostly plays tricks as he will turn lights on and off just to get a laugh or two.  Some even say they can hear his music at night.	Olde Town Playhouse	Michigan	MI	-85.6212858	44.759237	-85.62063169999999	44.7630567	0100/02/24
Traverse City	United States	in the evening at dusk you will sometimes see a woman in a white gown and white hanky on her head walking down sawyer rd. carrying a candle and appears to be in a trance.	Sawyer Road	Michigan	MI	-85.67650139999999	44.655635	-85.62063169999999	44.7630567	2025/01/01
Traverse City	United States	closed down in 1989. - The Traverse City State Hospital is in many ways considered haunted by locals. If you try enter the hospital with religious material such as: Bibles, holy water flasks, or crosses, they are destroyed before entering the building. On the grounds of the hospital, you can see various ghosts. You can also hear the voices and screams bellow from the hallways of the psych wards. Sightings of little baby's and old people walking inside on different floors and ghostly figures that chase the people that dare to even go inside. Sightings of disfigured creatures roam the basements and tunnels. On various occasions you will see lights on in the rooms of the patients, but no electricity is connected to them and the power has been inactive for years. It isn't even unusual to find possessions on the grounds. -  A WARNING TO ALL THAT INVESTIGATE THE AREA. TRESSPASSERS ARE NOT ALLOWED. THERE IS A SECURITY SERVICE THAT WILL ESCORT YOU OFF THE PREMISES IF FOUND.	Traverse City State Hospital	Michigan	MI	-85.64321439999999	44.75636129999999	-85.62063169999999	44.7630567	1989/01/01
Traverse City	United States	The Chapel - In the chapel, the spirit of a priest that was recorded to have committed Suicide in the chapel. The Chapel is one of the only safe places on the premises, and it is the only place where religious material will not be tampered with. -  A WARNING TO ALL THAT INVESTIGATE THE AREA. TRESSPASSERS ARE NOT ALLOWED. THERE IS A SECURITY SERVICE THAT WILL ESCORT YOU OFF THE PREMISES IF FOUND.	Traverse City State Hospital	Michigan	MI	-85.64321439999999	44.75636129999999	-85.62063169999999	44.7630567	2025/01/01
Traverse City	United States	"The Hippie Tree -  A rumor of a gate to hell is open somewhere near the ""hippie tree"". Strange feeling are felt here. -  A WARNING TO ALL THAT INVESTIGATE THE AREA. TRESSPASSERS ARE NOT ALLOWED. THERE IS A SECURITY SERVICE THAT WILL ESCORT YOU OFF THE PREMISES IF FOUND."	Traverse City State Hospital	Michigan	MI	-85.64321439999999	44.75636129999999	-85.62063169999999	44.7630567	2025/01/01
Trenton	United States	A family called the Church family built the old hospital in the 1800s. It was their house until they died and their other family members didn't want anything to do with the house, so Henry Ford bought the old house and turned it into a hospital in 1944. The kids included in the family were two boys and a 9-year-old girl. The 9-year old girl loved horses so they had five horses. So, in that case, there are horse stables in the back. The little girl loved her horse and rode it everyday. Until one day, the little girl fell off the horse and broke her arm. The dad got mad and thought it was the horse's fault that his little girl broke her arm. So while she was at school one day, her dad killed the horse for hurting his little girl. The dad and his friend buried the horse on the side of their house. If you go to the side of the house where the dad and his friend buried the horse, there will be a little hill where the horse is. When the little girl came home and found out what her dad did, everyday from then on, she would come home from school, lock hers in her room, put her rocking chair in front of her window and she would sing to herself. Well, when the family died and Henry Ford bought the house, that was then the hospital, there was an old man that was in the hospital and his hospital room was what used to be the little girl's bedroom. While he was lying there in his bed, he heard singing, then he heard footsteps. When he got out of the hospital, he had someone set up thermal cameras in the room he was in and sure enough, they saw a figure in front of the window. After Henry Ford bought the hospital, six doctors wanted to build a bigger one and that's how the newer Riverside Hospital came about. They ended up closing down the old hospital 5 years ago because they found black mold growing in the building, which can kill you. They closed down the newer hospital one year ago because it was too much to keep up. Also, the Henry Ford company wanted to move everything to Wyandotte so Riverside lost business. There is a stack by the hospital. In a little tunnel thing outside of the new hospital, there is a furnace type thing. That's where they burned the amputated body parts of people. Also in that little tunnel, is the old morgue. THERE WAS A LITTLE GIRL SEEN IN THE WINDOW THAT WAS MENTIONED ABOVE. SHE WAS WEARING A WHITE DRESS WITH BROWN CURLY HAIR AND BOWS IN HER HAIR. BLINDS HAVE BEEN SEEN GOING UP AND DOWN. SCREAMS WERE HEARD.-	The Old Riverside Hospital	Michigan	MI			-83.1782587	42.1394858	1944/01/01
Troy	United States	About 10 years ago a student was driving into the parking lot, but did not see that the gates were closed. The student was driving with such force that he drove straight through the gates, taking off the roof of his car and his head. Late at night people claim to see a white Dodge Spirit driving around the parking lot screaming loudly and honking the horn. - October 2005 Correction: While this event did happen, the student was NEARLY decapitated. There was no death & he is alive and well.	Athens High School	Michigan	MI	-83.11195029999999	42.5819665	-83.1497751	42.6064095	2005/10/01
Troy	United States	There is a guy who owns that sledding hill. Back in the 1980s he was sledding down the hill, fell down and broke his neck. People say that at night after when everyone is gone, the guy comes out and walks up and down the hill to make sure everyone is leaving. It is also heard that he drives a white van.	Barn Sledding	Michigan	MI	-83.220207	42.6067135	-83.1497751	42.6064095	2025/01/01
Troy	United States	It is a restaurant. Used to be family home. The woman of the house hung herself. Waitress told us sometimes doors slam shut, lights turn on and off. Nobody will close by themselves. Located on Rochester rd.	Camp Ticonderoga	Michigan	MI	-83.13017119999999	42.6027214	-83.1497751	42.6064095	0100/02/24
Union	United States	The man who used to live here hung his whole family from the willow tree in back. Then he hung himself in the house. If you leave your car outside the house someone or something will do something with it.	Kessington House	Michigan	MI			-85.1271907	42.03431579999999	2025/01/01
Union Lake	United States	Highland Lakes Campus was once a hospital. It has been known to be haunted in the tunnel leading from Highland Hall to High Oak Hall. Most people will not even go down in the basement of Highland Hall (where the tunnel is) due to the fact it had served as the morgue. There have been sightings of ghosts believed to have died there. In Highland Hall there have been sightings especially of an elderly man just walking into the offices there. Cold spots and items missing have also been reported. At night screams have been heard along with noises that cannot be explained. - November 2003 update: many other students have experienced strange things there. The middle stairwell of Highland Hall always has an eerie feeling to it, especially on the second floor landing by the window. The feeling of someone walking behind you, and a sense of fear over come you. If you walk up to the fourth floor landing, you will see a medal door, which is locked, the eerie feeling is even stronger there.	Oakland Community College	Michigan	MI	-83.4303358	42.6201893	-83.4468828	42.6147541	2003/11/01
